numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0000061,2023-10-24,Moteurs & Cie,1363.31,AIR-37314,Filtre à air (Mahle),8,32.17,257.36
CMD-0000061,2023-10-24,Moteurs & Cie,1363.31,ROT-48371,Disque ventilé (Bosch),3,201.84,605.52
CMD-0000061,2023-10-24,Moteurs & Cie,1363.31,ALT-30805,Sonde Lambda amont (NGK),1,96.95,96.95
CMD-0000062,2023-01-07,Auto Clinic,2786.07,ROT-37456,Plaquettes AV (Bosch),2,209.49,418.98
CMD-0000062,2023-01-07,Auto Clinic,2786.07,ARM-00125,Ressort hélicoïdal (KYB),11,215.19,2367.09
CMD-0000063,2023-02-23,Moteurs & Cie,2168.27,FLT-26031,Filtre carburant diesel (Wix),4,58.53,234.12
CMD-0000063,2023-02-23,Moteurs & Cie,2168.27,ARM-43963,Amortisseur bitube (Bilstein),3,234.82,704.46
CMD-0000063,2023-02-23,Moteurs & Cie,2168.27,STR-22902,Bras oscillant inférieur (Sachs),7,175.67,1229.69
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,RAD-38871,Kit distribution + pompe (Nissens),9,288.74,2598.66
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,AIR-15649,Filtre carburant diesel (Bosch),11,7.71,84.81
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,ROT-24902,Plaquettes AV (TRW),12,89.35,1072.2
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,STR-05265,Démarreur 1.8kW (Bosch),9,437.88,3940.92
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,SUS-15680,Ressort hélicoïdal (Sachs),9,359.9,3239.1
CMD-0000064,2023-07-21,Garage Les Experts,11702.01,ALT-24786,Capteur vilebrequin (Delphi),6,127.72,766.32
CMD-0000065,2023-03-23,Garage Royal,2724.54,STR-17474,Rotule de direction (Moog),11,113.88,1252.68
CMD-0000065,2023-03-23,Garage Royal,2724.54,WAT-27268,Courroie accessoire (Gates),12,117.02,1404.24
CMD-0000065,2023-03-23,Garage Royal,2724.54,CAB-15420,Filtre à huile (Wix),6,11.27,67.62
CMD-0000066,2023-08-20,Mécanique Rapide Inc.,969.88,BRK-19530,Flexible de frein (TRW),2,206.1,412.2
CMD-0000066,2023-08-20,Mécanique Rapide Inc.,969.88,ARM-48726,Ressort hélicoïdal (Moog),4,139.42,557.68
CMD-0000067,2023-10-15,Pièces Auto Dépôt,7579.62,RAD-32068,Kit distribution + pompe (Nissens),5,248.04,1240.2
CMD-0000067,2023-10-15,Pièces Auto Dépôt,7579.62,ROT-21700,Disque ventilé (Brembo),6,28.75,172.5
CMD-0000067,2023-10-15,Pièces Auto Dépôt,7579.62,BEL-30695,Thermostat piloté (Nissens),10,288.25,2882.5
CMD-0000067,2023-10-15,Pièces Auto Dépôt,7579.62,WAT-25586,Thermostat piloté (Continental),5,223.66,1118.3
CMD-0000067,2023-10-15,Pièces Auto Dépôt,7579.62,ARM-37059,Amortisseur bitube (Sachs),12,180.51,2166.12
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,STR-27971,Sonde Lambda amont (Bosch),8,460.44,3683.52
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,CAB-15420,Filtre à huile (Wix),8,11.27,90.16
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,CAL-49618,Plaquettes AV (Textar),2,137.7,275.4
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,STR-12895,Capteur vilebrequin (Bosch),4,202.42,809.68
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,ROT-35308,Plaquettes AR (Ferodo),9,151.33,1361.97
CMD-0000068,2023-09-08,Garage Tremblay,6393.23,ROT-21700,Disque ventilé (Brembo),6,28.75,172.5
CMD-0000069,2023-01-13,Garage Les Experts,2918.27,STR-33707,Rotule de direction (Moog),1,180.14,180.14
CMD-0000069,2023-01-13,Garage Les Experts,2918.27,STR-46452,Amortisseur bitube (Sachs),5,34.35,171.75
CMD-0000069,2023-01-13,Garage Les Experts,2918.27,ARM-37716,Amortisseur bitube (Monroe),11,143.64,1580.04
CMD-0000069,2023-01-13,Garage Les Experts,2918.27,AIR-39232,Filtre à air (Mann-Filter),12,40.61,487.32
CMD-0000069,2023-01-13,Garage Les Experts,2918.27,WAT-35734,Courroie accessoire (Gates),6,83.17,499.02
CMD-0000070,2023-04-02,Garage du Centre,4318.4,WAT-44958,Courroie accessoire (Continental),7,321.93,2253.51
CMD-0000070,2023-04-02,Garage du Centre,4318.4,STR-03439,Amortisseur bitube (Monroe),5,39.1,195.5
CMD-0000070,2023-04-02,Garage du Centre,4318.4,STR-01648,Bobine d'allumage (Delphi),9,207.71,1869.39
CMD-0000071,2023-02-18,Concessionnaire XYZ,2844.96,AIR-12056,Filtre à huile (Purflux),3,26.78,80.34
CMD-0000071,2023-02-18,Concessionnaire XYZ,2844.96,STR-15984,Rotule de direction (KYB),8,207.05,1656.4
CMD-0000071,2023-02-18,Concessionnaire XYZ,2844.96,RAD-48321,Courroie accessoire (Continental),1,99.99,99.99
CMD-0000071,2023-02-18,Concessionnaire XYZ,2844.96,CAB-28963,Filtre à air (Mann-Filter),10,61.65,616.5
CMD-0000071,2023-02-18,Concessionnaire XYZ,2844.96,ALT-16500,Démarreur 1.8kW (Bosch),1,391.73,391.73
CMD-0000072,2023-03-24,Centre Auto Plus,337.04,FLT-02571,Filtre à air (Mann-Filter),8,42.13,337.04
CMD-0000073,2023-06-09,Services Automobiles Express,2001.8,STR-32574,Rotule de direction (KYB),8,233.41,1867.28
CMD-0000073,2023-06-09,Services Automobiles Express,2001.8,SUS-12827,Bras oscillant inférieur (Bilstein),2,67.26,134.52
CMD-0000074,2023-01-18,Garage Les Experts,3718.7,AIR-49556,Filtre habitacle charbon (Mann-Filter),5,12.44,62.2
CMD-0000074,2023-01-18,Garage Les Experts,3718.7,RAD-07183,Courroie accessoire (Gates),2,304.64,609.28
CMD-0000074,2023-01-18,Garage Les Experts,3718.7,ARM-32050,Rotule de direction (Moog),9,262.14,2359.26
CMD-0000074,2023-01-18,Garage Les Experts,3718.7,SEN-10686,Capteur vilebrequin (Bosch),7,98.28,687.96
CMD-0000075,2023-01-12,Garage du Centre,277.71,BRK-14431,Disque ventilé (Ferodo),3,92.57,277.71
CMD-0000076,2023-02-26,Garage Royal,4908.24,ARM-07620,Amortisseur bitube (KYB),10,149.65,1496.5
CMD-0000076,2023-02-26,Garage Royal,4908.24,CAL-04497,Plaquettes AR (Bosch),5,86.92,434.6
CMD-0000076,2023-02-26,Garage Royal,4908.24,FLT-43973,Filtre habitacle charbon (Mahle),10,42.62,426.2
CMD-0000076,2023-02-26,Garage Royal,4908.24,CAL-45677,Plaquettes AV (Brembo),10,147.19,1471.9
CMD-0000076,2023-02-26,Garage Royal,4908.24,WAT-15861,Courroie accessoire (SKF),8,134.88,1079.04
CMD-0000077,2023-02-27,Garage du Centre,2001.7,BEL-37987,Thermostat piloté (Nissens),10,200.17,2001.7
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,SUS-41277,Amortisseur bitube (Monroe),7,100.2,701.4
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,STR-29397,Bobine d'allumage (Valeo),5,339.38,1696.9
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,RAD-35143,Radiateur alu (Continental),4,25.73,102.92
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,ROT-29640,Disque ventilé (Ferodo),1,77.56,77.56
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,ARM-26734,Rotule de direction (KYB),9,317.43,2856.87
CMD-0000078,2023-11-15,Concessionnaire XYZ,6518.89,ALT-21944,Alternateur 140A (Valeo),6,180.54,1083.24
CMD-0000079,2023-04-06,Services Automobiles Express,1682.42,RAD-32332,Courroie accessoire (Valeo),4,85.28,341.12
CMD-0000079,2023-04-06,Services Automobiles Express,1682.42,SUS-26075,Ressort hélicoïdal (Sachs),2,168.69,337.38
CMD-0000079,2023-04-06,Services Automobiles Express,1682.42,BRK-36289,Plaquettes AR (Ferodo),12,83.66,1003.92
CMD-0000080,2023-06-23,Garage Royal,8603.24,STR-18970,Bobine d'allumage (Delphi),11,355.44,3909.84
CMD-0000080,2023-06-23,Garage Royal,8603.24,CAB-15420,Filtre à huile (Wix),2,11.27,22.54
CMD-0000080,2023-06-23,Garage Royal,8603.24,STR-23877,Capteur vilebrequin (NGK),12,250.43,3005.16
CMD-0000080,2023-06-23,Garage Royal,8603.24,WAT-18110,Radiateur alu (SKF),5,333.14,1665.7
CMD-0000081,2023-05-23,Moteurs & Cie,4930.91,FLT-12518,Filtre à air (Mann-Filter),3,12.04,36.12
CMD-0000081,2023-05-23,Moteurs & Cie,4930.91,STR-08237,Bobine d'allumage (Denso),10,174.69,1746.9
CMD-0000081,2023-05-23,Moteurs & Cie,4930.91,BRK-39089,Disque ventilé (Textar),5,221.11,1105.55
CMD-0000081,2023-05-23,Moteurs & Cie,4930.91,ARM-33166,Ressort hélicoïdal (Bilstein),6,340.39,2042.34
CMD-0000082,2023-09-20,Auto Clinic,5048.14,STR-01648,Bobine d'allumage (Delphi),1,207.71,207.71
CMD-0000082,2023-09-20,Auto Clinic,5048.14,AIR-47742,Filtre à huile (Mahle),12,58.05,696.6
CMD-0000082,2023-09-20,Auto Clinic,5048.14,STR-03439,Amortisseur bitube (Monroe),8,39.1,312.8
CMD-0000082,2023-09-20,Auto Clinic,5048.14,SUS-36442,Rotule de direction (Monroe),2,216.06,432.12
CMD-0000082,2023-09-20,Auto Clinic,5048.14,WAT-44958,Courroie accessoire (Continental),3,321.93,965.79
CMD-0000082,2023-09-20,Auto Clinic,5048.14,ALT-36862,Bobine d'allumage (Bosch),8,304.14,2433.12
CMD-0000083,2023-12-04,Centre Auto Plus,3852.12,BEL-38654,Thermostat piloté (SKF),12,321.01,3852.12
CMD-0000084,2023-11-15,Centre Auto Plus,2246.0,RAD-05129,Radiateur alu (Gates),4,225.25,901.0
CMD-0000084,2023-11-15,Centre Auto Plus,2246.0,SUS-35678,Rotule de direction (Monroe),10,134.5,1345.0
CMD-0000085,2023-06-16,Services Automobiles Express,6089.4,STR-33118,Bobine d'allumage (NGK),6,283.96,1703.76
CMD-0000085,2023-06-16,Services Automobiles Express,6089.4,SUS-38862,Ressort hélicoïdal (Moog),12,329.8,3957.6
CMD-0000085,2023-06-16,Services Automobiles Express,6089.4,CAL-26479,Plaquettes AR (Bosch),6,71.34,428.04
CMD-0000086,2023-04-27,Garage du Centre,2088.99,CAL-40760,Étrier reconditionné (Bosch),11,73.89,812.79
CMD-0000086,2023-04-27,Garage du Centre,2088.99,CAL-47142,Plaquettes AV (Brembo),10,57.2,572.0
CMD-0000086,2023-04-27,Garage du Centre,2088.99,BEL-16119,Courroie accessoire (SKF),5,140.84,704.2
CMD-0000087,2023-04-19,Garage Royal,227.28,BRK-01703,Disque ventilé (Textar),1,227.28,227.28
CMD-0000088,2023-01-04,Garage Tremblay,671.96,BEL-48871,Radiateur alu (Continental),4,76.37,305.48
CMD-0000088,2023-01-04,Garage Tremblay,671.96,SUS-38444,Rotule de direction (KYB),6,61.08,366.48
CMD-0000089,2023-07-24,Moteurs & Cie,280.26,AIR-26627,Filtre à huile (Purflux),9,8.98,80.82
CMD-0000089,2023-07-24,Moteurs & Cie,280.26,SEN-12014,Démarreur 1.8kW (Denso),4,49.86,199.44
CMD-0000090,2023-08-07,Garage du Centre,4072.64,ROT-43937,Plaquettes AR (Brembo),8,242.89,1943.12
CMD-0000090,2023-08-07,Garage du Centre,4072.64,STR-32129,Bras oscillant inférieur (Sachs),8,243.84,1950.72
CMD-0000090,2023-08-07,Garage du Centre,4072.64,ROT-34701,Disque ventilé (Brembo),4,44.7,178.8
CMD-0000091,2023-11-08,Centre Auto Plus,4797.81,FLT-19415,Filtre à air (Wix),10,44.11,441.1
CMD-0000091,2023-11-08,Centre Auto Plus,4797.81,ROT-40785,Étrier reconditionné (Textar),1,175.14,175.14
CMD-0000091,2023-11-08,Centre Auto Plus,4797.81,AIR-40520,Filtre à huile (Bosch),7,48.27,337.89
CMD-0000091,2023-11-08,Centre Auto Plus,4797.81,STR-14147,Amortisseur bitube (Bilstein),10,234.33,2343.3
CMD-0000091,2023-11-08,Centre Auto Plus,4797.81,BRK-16463,Disque ventilé (Bosch),7,214.34,1500.38
CMD-0000092,2023-05-18,Pneus & Mécanique Pro,448.92,STR-08084,Amortisseur bitube (KYB),3,149.64,448.92
CMD-0000093,2023-01-17,Garage Les Experts,542.3,ROT-36902,Flexible de frein (Bosch),11,49.3,542.3
CMD-0000094,2023-01-22,Services Automobiles Express,3476.7,STR-39613,Amortisseur bitube (Moog),5,113.34,566.7
CMD-0000094,2023-01-22,Services Automobiles Express,3476.7,ARM-19454,Amortisseur bitube (Moog),5,98.36,491.8
CMD-0000094,2023-01-22,Services Automobiles Express,3476.7,SEN-14844,Démarreur 1.8kW (Denso),5,211.77,1058.85
CMD-0000094,2023-01-22,Services Automobiles Express,3476.7,BEL-35353,Courroie accessoire (Continental),1,98.03,98.03
CMD-0000094,2023-01-22,Services Automobiles Express,3476.7,ROT-00892,Étrier reconditionné (Ferodo),6,210.22,1261.32
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,RAD-02508,Kit distribution + pompe (SKF),1,330.9,330.9
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,CAB-27924,Filtre carburant diesel (Wix),12,32.32,387.84
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,BRK-17079,Flexible de frein (Ferodo),7,114.0,798.0
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,ARM-32267,Rotule de direction (Sachs),4,51.1,204.4
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,ALT-33218,Démarreur 1.8kW (Denso),11,412.84,4541.24
CMD-0000095,2023-06-02,Atelier Mécanique 360,7189.78,SUS-20966,Bras oscillant inférieur (Monroe),5,185.48,927.4
CMD-0000096,2023-01-11,Garage Tremblay,4076.76,ARM-01580,Bras oscillant inférieur (Bilstein),4,347.0,1388.0
CMD-0000096,2023-01-11,Garage Tremblay,4076.76,CAL-20812,Plaquettes AR (Bosch),8,157.82,1262.56
CMD-0000096,2023-01-11,Garage Tremblay,4076.76,SUS-49468,Amortisseur bitube (Moog),6,237.7,1426.2
CMD-0000097,2023-01-04,Garage Les Experts,5533.88,WAT-28735,Thermostat piloté (Continental),8,280.5,2244.0
CMD-0000097,2023-01-04,Garage Les Experts,5533.88,ROT-06523,Disque ventilé (Textar),12,69.16,829.92
CMD-0000097,2023-01-04,Garage Les Experts,5533.88,FLT-09515,Filtre carburant diesel (Mann-Filter),7,24.39,170.73
CMD-0000097,2023-01-04,Garage Les Experts,5533.88,SEN-01645,Sonde Lambda amont (Delphi),7,284.77,1993.39
CMD-0000097,2023-01-04,Garage Les Experts,5533.88,CAL-31413,Plaquettes AV (Textar),2,147.92,295.84
CMD-0000098,2023-04-08,Pièces Auto Dépôt,3146.7,CAL-01932,Flexible de frein (Ferodo),3,244.37,733.11
CMD-0000098,2023-04-08,Pièces Auto Dépôt,3146.7,WAT-18748,Thermostat piloté (Valeo),2,209.96,419.92
CMD-0000098,2023-04-08,Pièces Auto Dépôt,3146.7,RAD-46158,Radiateur alu (Continental),7,284.81,1993.67
CMD-0000099,2023-10-15,Concessionnaire XYZ,1224.01,AIR-29757,Filtre à air (Purflux),8,28.15,225.2
CMD-0000099,2023-10-15,Concessionnaire XYZ,1224.01,BRK-39023,Plaquettes AV (Bosch),3,246.99,740.97
CMD-0000099,2023-10-15,Concessionnaire XYZ,1224.01,BRK-07346,Plaquettes AR (Brembo),3,42.98,128.94
CMD-0000099,2023-10-15,Concessionnaire XYZ,1224.01,ARM-28969,Ressort hélicoïdal (Monroe),2,64.45,128.9
CMD-0000100,2023-03-10,Garage Les Experts,1592.37,STR-41448,Capteur vilebrequin (NGK),9,176.93,1592.37
CMD-0000101,2023-02-09,Auto Clinic,1442.3,CAL-02502,Étrier reconditionné (Bosch),2,241.87,483.74
CMD-0000101,2023-02-09,Auto Clinic,1442.3,STR-33504,Bobine d'allumage (Delphi),6,159.76,958.56
CMD-0000102,2023-04-19,Concessionnaire XYZ,2116.47,RAD-08319,Thermostat piloté (Gates),5,190.9,954.5
CMD-0000102,2023-04-19,Concessionnaire XYZ,2116.47,STR-34310,Démarreur 1.8kW (Bosch),11,65.0,715.0
CMD-0000102,2023-04-19,Concessionnaire XYZ,2116.47,SEN-17311,Démarreur 1.8kW (Bosch),3,148.99,446.97
CMD-0000103,2023-02-06,Garage Les Experts,2267.44,ROT-45637,Flexible de frein (Ferodo),4,58.99,235.96
CMD-0000103,2023-02-06,Garage Les Experts,2267.44,ROT-12927,Flexible de frein (Ferodo),3,84.76,254.28
CMD-0000103,2023-02-06,Garage Les Experts,2267.44,BEL-02288,Thermostat piloté (Continental),2,313.5,627.0
CMD-0000103,2023-02-06,Garage Les Experts,2267.44,BRK-36982,Flexible de frein (Textar),5,114.39,571.95
CMD-0000103,2023-02-06,Garage Les Experts,2267.44,ALT-37506,Sonde Lambda amont (Bosch),5,115.65,578.25
CMD-0000104,2023-02-15,Concessionnaire XYZ,2742.0,ARM-46559,Bras oscillant inférieur (Monroe),12,228.5,2742.0
CMD-0000105,2023-06-07,Carrosserie Moderne,6502.47,CAB-15420,Filtre à huile (Wix),9,11.27,101.43
CMD-0000105,2023-06-07,Carrosserie Moderne,6502.47,CAB-28963,Filtre à air (Mann-Filter),2,61.65,123.3
CMD-0000105,2023-06-07,Carrosserie Moderne,6502.47,SEN-01688,Sonde Lambda amont (Delphi),12,454.64,5455.68
CMD-0000105,2023-06-07,Carrosserie Moderne,6502.47,BRK-12029,Plaquettes AV (Bosch),6,137.01,822.06
CMD-0000106,2023-11-19,Auto-Réparation ABC,8003.07,ALT-00331,Bobine d'allumage (Denso),12,404.74,4856.88
CMD-0000106,2023-11-19,Auto-Réparation ABC,8003.07,ROT-08458,Disque ventilé (Brembo),12,112.28,1347.36
CMD-0000106,2023-11-19,Auto-Réparation ABC,8003.07,STR-03231,Bobine d'allumage (Valeo),9,199.87,1798.83
CMD-0000107,2023-04-21,Pièces Auto Dépôt,1576.55,ALT-30842,Démarreur 1.8kW (Valeo),5,315.31,1576.55
CMD-0000108,2023-06-04,Mécanique Rapide Inc.,6290.39,CAL-44825,Étrier reconditionné (Bosch),5,130.08,650.4
CMD-0000108,2023-06-04,Mécanique Rapide Inc.,6290.39,ARM-02186,Ressort hélicoïdal (Bilstein),7,270.12,1890.84
CMD-0000108,2023-06-04,Mécanique Rapide Inc.,6290.39,STR-42654,Alternateur 140A (NGK),2,459.71,919.42
CMD-0000108,2023-06-04,Mécanique Rapide Inc.,6290.39,BEL-17725,Radiateur alu (Valeo),5,272.09,1360.45
CMD-0000108,2023-06-04,Mécanique Rapide Inc.,6290.39,ARM-03916,Amortisseur bitube (Bilstein),6,244.88,1469.28
CMD-0000109,2023-07-17,Garage du Centre,6845.15,BRK-33418,Plaquettes AR (TRW),4,154.3,617.2
CMD-0000109,2023-07-17,Garage du Centre,6845.15,CAB-20351,Filtre carburant diesel (Mahle),5,30.51,152.55
CMD-0000109,2023-07-17,Garage du Centre,6845.15,SUS-05623,Ressort hélicoïdal (Monroe),10,275.11,2751.1
CMD-0000109,2023-07-17,Garage du Centre,6845.15,SEN-19728,Bobine d'allumage (NGK),10,332.43,3324.3
CMD-0000110,2023-07-10,Garage Les Experts,2852.92,BEL-46200,Kit distribution + pompe (Valeo),7,407.56,2852.92
CMD-0000111,2023-01-25,Moteurs & Cie,663.36,FLT-43196,Filtre à air (Wix),8,56.38,451.04
CMD-0000111,2023-01-25,Moteurs & Cie,663.36,AIR-44472,Filtre à air (Wix),8,26.54,212.32
CMD-0000112,2023-02-01,Auto Clinic,1345.16,CAL-49073,Plaquettes AV (Textar),7,187.08,1309.56
CMD-0000112,2023-02-01,Auto Clinic,1345.16,CAB-00204,Filtre à huile (Mann-Filter),5,7.12,35.6
CMD-0000113,2023-02-24,Atelier Mécanique 360,303.09,SUS-43309,Bras oscillant inférieur (Moog),1,303.09,303.09
CMD-0000114,2023-10-18,Centre Auto Plus,148.97,ALT-23809,Alternateur 140A (Delphi),1,148.97,148.97
CMD-0000115,2023-04-07,Mécanique Rapide Inc.,12184.2,STR-04673,Rotule de direction (Monroe),12,56.99,683.88
CMD-0000115,2023-04-07,Mécanique Rapide Inc.,12184.2,BEL-40581,Courroie accessoire (Gates),12,176.52,2118.24
CMD-0000115,2023-04-07,Mécanique Rapide Inc.,12184.2,CAL-35587,Étrier reconditionné (Bosch),6,86.92,521.52
CMD-0000115,2023-04-07,Mécanique Rapide Inc.,12184.2,WAT-45730,Thermostat piloté (Continental),12,279.03,3348.36
CMD-0000115,2023-04-07,Mécanique Rapide Inc.,12184.2,STR-33204,Démarreur 1.8kW (NGK),12,459.35,5512.2
CMD-0000116,2023-03-09,Garage Royal,4188.48,BRK-12029,Plaquettes AV (Bosch),6,137.01,822.06
CMD-0000116,2023-03-09,Garage Royal,4188.48,BRK-02346,Flexible de frein (Bosch),12,145.45,1745.4
CMD-0000116,2023-03-09,Garage Royal,4188.48,CAL-39736,Étrier reconditionné (Bosch),6,131.07,786.42
CMD-0000116,2023-03-09,Garage Royal,4188.48,SEN-48242,Démarreur 1.8kW (Denso),6,34.31,205.86
CMD-0000116,2023-03-09,Garage Royal,4188.48,AIR-03545,Filtre habitacle charbon (Wix),9,20.14,181.26
CMD-0000116,2023-03-09,Garage Royal,4188.48,AIR-34148,Filtre habitacle charbon (Wix),12,37.29,447.48
CMD-0000117,2023-11-21,Atelier Mécanique 360,299.08,CAB-15420,Filtre à huile (Wix),6,11.27,67.62
CMD-0000117,2023-11-21,Atelier Mécanique 360,299.08,CAL-39190,Flexible de frein (Ferodo),1,231.46,231.46
CMD-0000118,2023-10-12,Services Automobiles Express,2567.87,CAL-20836,Étrier reconditionné (Brembo),10,71.35,713.5
CMD-0000118,2023-10-12,Services Automobiles Express,2567.87,ALT-33296,Alternateur 140A (Denso),1,328.01,328.01
CMD-0000118,2023-10-12,Services Automobiles Express,2567.87,STR-29788,Rotule de direction (Bilstein),11,138.76,1526.36
CMD-0000119,2023-04-13,Services Automobiles Express,4620.26,ARM-17327,Rotule de direction (Monroe),9,219.73,1977.57
CMD-0000119,2023-04-13,Services Automobiles Express,4620.26,FLT-48348,Filtre à huile (Mahle),12,12.4,148.8
CMD-0000119,2023-04-13,Services Automobiles Express,4620.26,CAB-38899,Filtre à air (Mahle),9,46.31,416.79
CMD-0000119,2023-04-13,Services Automobiles Express,4620.26,STR-01648,Bobine d'allumage (Delphi),10,207.71,2077.1
CMD-0000120,2023-12-28,Garage Tremblay,3420.42,CAB-14671,Filtre à air (Mann-Filter),1,41.02,41.02
CMD-0000120,2023-12-28,Garage Tremblay,3420.42,ALT-09285,Alternateur 140A (Valeo),7,82.22,575.54
CMD-0000120,2023-12-28,Garage Tremblay,3420.42,SUS-11041,Ressort hélicoïdal (Monroe),9,311.54,2803.86
CMD-0000121,2023-02-17,Pneus & Mécanique Pro,2080.62,SEN-44809,Bobine d'allumage (Delphi),6,175.37,1052.22
CMD-0000121,2023-02-17,Pneus & Mécanique Pro,2080.62,STR-24524,Alternateur 140A (Bosch),8,128.55,1028.4
CMD-0000122,2023-11-01,Mécanique Rapide Inc.,5827.66,ALT-05900,Sonde Lambda amont (NGK),4,274.62,1098.48
CMD-0000122,2023-11-01,Mécanique Rapide Inc.,5827.66,FLT-31350,Filtre à huile (Purflux),10,42.37,423.7
CMD-0000122,2023-11-01,Mécanique Rapide Inc.,5827.66,SUS-00789,Rotule de direction (Bilstein),8,178.08,1424.64
CMD-0000122,2023-11-01,Mécanique Rapide Inc.,5827.66,STR-11645,Ressort hélicoïdal (KYB),12,240.07,2880.84
CMD-0000123,2023-02-14,Garage Royal,6303.17,FLT-04319,Filtre à huile (Mann-Filter),9,7.08,63.72
CMD-0000123,2023-02-14,Garage Royal,6303.17,STR-35799,Ressort hélicoïdal (Monroe),2,83.3,166.6
CMD-0000123,2023-02-14,Garage Royal,6303.17,CAB-15420,Filtre à huile (Wix),2,11.27,22.54
CMD-0000123,2023-02-14,Garage Royal,6303.17,STR-42654,Alternateur 140A (NGK),5,459.71,2298.55
CMD-0000123,2023-02-14,Garage Royal,6303.17,RAD-22460,Thermostat piloté (Gates),4,187.9,751.6
CMD-0000123,2023-02-14,Garage Royal,6303.17,ALT-05733,Démarreur 1.8kW (Valeo),8,375.02,3000.16
CMD-0000124,2023-03-12,Pièces Auto Dépôt,500.9,FLT-34745,Filtre à air (Mahle),10,50.09,500.9
CMD-0000125,2023-03-21,Moteurs & Cie,3029.7,FLT-30333,Filtre à huile (Bosch),6,23.45,140.7
CMD-0000125,2023-03-21,Moteurs & Cie,3029.7,BEL-14095,Thermostat piloté (Valeo),10,288.9,2889.0
CMD-0000126,2023-07-03,Services Automobiles Express,191.55,AIR-35007,Filtre carburant diesel (Wix),5,38.31,191.55
CMD-0000127,2023-12-16,Garage Tremblay,1437.89,ARM-12639,Ressort hélicoïdal (Bilstein),6,65.85,395.1
CMD-0000127,2023-12-16,Garage Tremblay,1437.89,ALT-23809,Alternateur 140A (Delphi),7,148.97,1042.79
CMD-0000128,2023-04-13,Mécanique Rapide Inc.,1879.01,SUS-32750,Bras oscillant inférieur (Sachs),10,96.83,968.3
CMD-0000128,2023-04-13,Mécanique Rapide Inc.,1879.01,ALT-23640,Capteur vilebrequin (Valeo),3,230.4,691.2
CMD-0000128,2023-04-13,Mécanique Rapide Inc.,1879.01,FLT-09515,Filtre carburant diesel (Mann-Filter),9,24.39,219.51
