code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1281160311917,FLT-000165,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-08-b-01,18.58,1.14,4.15,23.87,27.0,17.4,6.6,0.38,C
C1286316125664,BLB-000166,BLB - Petite Piece A2,Ampoule LED H7,A2-C04-T10-A,8.92,0.40,1.81,11.13,8.8,4.3,6.0,0.08,C
C1285083332417,BRK-000167,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-01-a-05,40.01,2.12,8.50,50.63,16.7,11.8,7.6,2.09,A
C1285487999516,ALT-000168,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-20-a-05,231.04,8.60,25.41,265.05,28.4,20.6,20.1,7.6,C
C1289248495083,ALT-000169,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-21-c-09,133.15,5.64,19.41,158.20,23.3,23.6,20.6,5.9,C
C1282195547002,BRK-000170,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-24-a-11,58.50,3.57,8.73,70.80,15.8,16.1,9.8,2.74,C
C1284562596982,STR-000171,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-02-14-H2,67.38,3.10,17.04,87.52,75.6,15.7,21.4,6.36,B
C1286941634945,SEN-000172,SEN - Petite Piece A2,Capteur ABS,A2-C04-T03-B,23.13,1.11,3.96,28.20,14.8,4.2,4.9,0.22,B
C1288801580119,BMP-000173,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L03-H3-S01,261.23,16.55,29.76,307.54,166.1,56.1,46.2,9.12,B
C1286725772376,FLT-000174,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-04-a-01,20.81,0.85,2.58,24.24,30.2,18.5,7.4,0.33,C
C1282884690446,ROT-000175,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-34-b-04,42.62,1.86,19.27,63.75,28.3,28.3,6.1,8.8,C
C1285652484162,BRK-000176,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-01-a-05,58.00,3.58,9.60,71.18,16.6,13.2,8.8,2.03,A
C1285471991274,RAD-000177,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-08-12-H4,93.97,3.53,20.46,117.96,65.3,60.3,7.2,7.12,B
C1284319318363,BRK-000178,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-30-a-12,53.06,2.76,7.34,63.16,19.3,12.1,7.6,1.98,C
C1284892292319,BMP-000179,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L09-H5-S09,196.33,7.81,31.98,236.12,185.3,63.3,42.9,11.68,B
C1288276010643,SEN-000180,SEN - Petite Piece A2,Capteur ABS,A2-C17-T06-H,38.50,2.24,6.12,46.86,10.4,5.6,3.0,0.33,A
C1289442642428,FUS-000181,FUS - Petite Piece A2,Boîte fusibles relais,A2-C18-T15-C,9.45,0.36,1.82,11.63,7.1,6.2,4.9,0.16,A
C1284853365122,STR-000182,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-08-10-H3,128.12,6.74,17.15,152.01,65.9,16.9,16.0,5.02,C
C1285706101473,BLB-000183,BLB - Petite Piece A2,Ampoule LED H7,A2-C16-T02-D,10.83,0.63,1.64,13.10,6.5,4.7,4.5,0.06,C
C1282711351774,ROT-000184,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-02-a-03,100.35,4.28,25.97,130.60,27.9,32.9,7.0,10.8,C
C1283197054519,FLT-000185,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-28-c-12,11.69,0.65,4.66,17.00,25.0,24.7,5.2,0.46,C
C1283710767096,ROT-000186,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-30-b-05,39.31,1.65,21.70,62.66,30.0,34.0,6.3,10.34,C
C1283007842403,FUS-000187,FUS - Petite Piece A2,Boîte fusibles relais,A2-C10-T14-C,5.50,0.25,2.34,8.09,10.5,4.0,3.3,0.15,C
C1285382704156,BRK-000188,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-40-a-04,31.14,1.21,6.59,38.94,23.8,14.2,8.2,1.52,C
C1284227540241,ROT-000189,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-05-a-08,81.34,2.88,23.01,107.23,32.2,33.5,6.2,8.71,C
C1287043211412,FUS-000190,FUS - Petite Piece A2,Boîte fusibles relais,A2-C11-T06-C,8.04,0.39,3.79,12.22,7.3,6.6,2.3,0.1,B
C1282980231996,SPK-000191,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T10-F,13.40,0.80,4.54,18.74,12.6,2.2,2.5,0.12,C
C1286001802975,ROT-000192,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-24-c-12,60.41,2.86,24.21,87.48,26.7,35.1,6.1,10.89,C
C1282292864818,ROT-000193,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-14-a-10,100.45,4.44,19.86,124.75,35.2,30.4,5.2,7.42,C
C1281431299063,ROT-000194,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-14-b-02,100.71,5.30,27.96,133.97,29.1,34.9,6.8,11.62,A
C1285814898757,STR-000195,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L22-H1-S06,126.88,7.87,24.13,158.88,82.4,19.0,16.6,9.04,A
C1282273361389,ALT-000196,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-27-c-11,182.26,8.71,24.98,215.95,23.7,22.7,18.3,8.57,B
C1283301819032,FLT-000197,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-35-c-03,11.54,0.41,4.17,16.12,37.3,24.2,6.5,0.42,C
C1289911723749,BRK-000198,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-20-a-06,27.01,1.52,9.47,38.00,16.4,14.9,5.2,3.18,C
C1287869971192,ROT-000199,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-12-b-08,100.65,4.67,31.27,136.59,36.0,31.2,5.2,13.53,A
C1287505287698,FUS-000200,FUS - Petite Piece A2,Boîte fusibles relais,A2-C20-T01-G,4.36,0.25,2.02,6.63,7.5,7.1,2.4,0.16,C
C1282663635530,ROT-000201,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-22-c-10,104.20,5.36,24.91,134.47,35.2,35.2,4.9,9.93,B
C1285876810346,EXH-000202,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L12-H3-S07,171.62,9.56,42.42,223.60,117.9,36.9,24.9,17.38,C
C1288835987908,BMP-000203,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L16-H3-S10,113.31,6.11,23.78,143.20,172.0,54.6,41.4,9.36,B
C1287244336811,SPK-000204,SPK - Petite Piece A2,Bougie allumage iridium,A2-C16-T13-D,5.82,0.31,3.19,9.32,13.1,3.6,2.9,0.1,C
C1288096157251,ROT-000205,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-31-a-02,81.72,4.14,20.38,106.24,31.2,29.4,6.8,7.24,A
C1284930616271,FUS-000206,FUS - Petite Piece A2,Boîte fusibles relais,A2-C11-T11-E,9.25,0.54,3.64,13.43,5.9,4.6,3.6,0.09,C
C1287628525391,BRK-000207,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-16-c-01,49.79,3.01,9.57,62.37,15.0,12.9,9.3,2.55,C
C1289940048539,SEN-000208,SEN - Petite Piece A2,Capteur ABS,A2-C15-T14-C,27.21,1.12,3.31,31.64,12.9,7.1,4.3,0.16,B
C1281125187230,SEN-000209,SEN - Petite Piece A2,Capteur ABS,A2-C05-T01-D,27.66,1.50,4.79,33.95,15.0,5.0,3.1,0.34,C
C1281230856404,FLT-000210,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-01-a-03,13.72,0.50,4.24,18.46,24.9,19.2,5.5,0.24,B
C1288853782087,EXH-000211,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-05-17-H3,211.76,11.01,35.45,258.22,91.8,25.3,23.0,12.98,B
C1289211643315,SEN-000212,SEN - Petite Piece A2,Capteur ABS,A2-C14-T05-A,25.51,1.44,5.24,32.19,9.0,5.9,6.0,0.34,C
C1282024476559,ROT-000213,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-07-b-10,39.51,1.69,21.86,63.06,28.9,27.0,7.0,9.59,A
C1287163440978,SEN-000214,SEN - Petite Piece A2,Capteur ABS,A2-C02-T12-G,42.75,1.71,3.70,48.16,8.3,4.5,4.3,0.23,B
C1282984747521,EXH-000215,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L25-H2-S07,95.39,4.20,39.37,138.96,111.0,40.2,24.7,17.43,B
C1286370522068,ROT-000216,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-01-a-10,76.95,4.93,26.53,108.41,32.0,34.7,5.7,10.82,C
C1289270860297,BRK-000217,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-18-b-10,30.60,1.95,8.36,40.91,16.1,13.0,9.8,2.16,C
C1284555494205,ALT-000218,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-20-c-04,121.61,4.84,20.34,146.79,26.6,21.8,23.5,6.88,C
C1288271955257,FLT-000219,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-27-b-10,20.81,1.29,3.90,26.00,35.5,24.5,5.7,0.57,A
C1283534618314,ROT-000220,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-10-a-05,100.14,5.71,26.27,132.12,34.7,27.8,5.2,10.31,C
C1289460842007,ROT-000221,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-28-a-01,87.49,5.44,24.67,117.60,30.7,30.7,6.7,10.53,C
C1282772577109,ALT-000222,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-31-a-01,166.57,7.51,18.05,192.13,28.0,21.3,22.2,5.57,A
C1281745113125,SEN-000223,SEN - Petite Piece A2,Capteur ABS,A2-C10-T07-E,26.37,1.11,3.62,31.10,11.1,8.0,5.1,0.19,B
C1285983196294,STR-000224,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L16-H1-S04,116.14,6.04,17.78,139.96,65.9,24.8,19.2,5.2,C
C1281390557721,BLB-000225,BLB - Petite Piece A2,Ampoule LED H7,A2-C05-T04-C,23.10,0.82,2.82,26.74,6.4,4.5,4.6,0.08,B
C1283673232567,ROT-000226,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-29-a-08,97.46,5.12,19.43,122.01,27.7,29.4,5.5,6.53,C
C1283344756901,BLB-000227,BLB - Petite Piece A2,Ampoule LED H7,A2-C09-T02-C,17.45,1.07,2.36,20.88,8.6,4.3,4.2,0.11,A
C1288340107331,EXH-000228,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L17-H4-S13,108.58,4.66,34.88,148.12,117.3,36.1,20.6,14.58,A
C1289536600767,ROT-000229,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-40-b-07,70.25,3.38,24.31,97.94,33.5,32.8,4.6,10.38,A
C1281201440921,FUS-000230,FUS - Petite Piece A2,Boîte fusibles relais,A2-C10-T13-B,10.47,0.63,3.77,14.87,11.6,3.1,3.5,0.11,B
C1284935099820,BRK-000231,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-20-c-10,31.21,1.26,6.02,38.49,21.0,11.3,6.5,1.82,B
C1285259227631,FLT-000232,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-35-b-03,8.29,0.46,1.98,10.73,20.9,18.5,6.8,0.3,C
C1286928989753,BRK-000233,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-23-a-12,37.46,1.33,7.41,46.20,17.6,17.4,8.3,1.51,C
C1282012347366,BRK-000234,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-04-b-12,60.27,2.32,9.39,71.98,21.0,14.8,7.2,2.17,C
C1281305695709,ROT-000235,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-27-a-06,62.87,3.47,29.56,95.90,27.4,32.1,6.5,12.82,A
C1288191677996,ROT-000236,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-36-b-10,62.57,2.92,18.31,83.80,29.4,28.3,5.1,6.93,A
C1284150077241,FLT-000237,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-18-b-03,6.26,0.34,2.14,8.74,37.1,18.8,4.2,0.25,C
C1288928752564,ROT-000238,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-37-a-09,95.87,5.95,30.26,132.08,35.0,28.1,4.4,13.53,B
C1282838508057,STR-000239,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L05-H4-S11,60.38,3.04,19.52,82.94,80.2,17.8,18.4,8.24,A
C1282103366665,FLT-000240,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-35-c-11,21.58,0.87,5.64,28.09,33.1,21.0,7.5,0.59,C
C1289313575552,FLT-000241,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-26-c-07,18.93,0.91,3.44,23.28,36.2,23.9,6.0,0.37,A
C1282408975394,SEN-000242,SEN - Petite Piece A2,Capteur ABS,A2-C08-T04-C,43.42,2.17,5.16,50.75,9.1,5.4,4.5,0.31,B
C1281678045420,BMP-000243,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L10-H4-S15,156.91,6.93,33.15,196.99,150.0,46.9,49.0,12.62,C
C1288248158321,ALT-000244,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-09-c-12,265.15,15.18,27.03,307.36,24.7,19.4,20.8,6.99,C
C1283087980671,FUS-000245,FUS - Petite Piece A2,Boîte fusibles relais,A2-C12-T06-C,9.81,0.42,4.11,14.34,8.2,6.4,3.2,0.06,C
C1289931075773,BRK-000246,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-23-a-12,25.21,1.58,10.21,37.00,17.3,17.7,8.8,3.74,C
C1284094225580,ALT-000247,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-32-c-08,206.28,7.60,23.29,237.17,21.5,22.1,21.4,6.21,B
C1284250636463,SPK-000248,SPK - Petite Piece A2,Bougie allumage iridium,A2-C04-T15-F,6.49,0.42,2.59,9.50,13.2,3.2,3.7,0.11,C
C1285877139975,ALT-000249,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-13-b-02,199.56,7.20,22.12,228.88,25.2,20.3,18.7,5.84,B
C1289610934756,BLB-000250,BLB - Petite Piece A2,Ampoule LED H7,A2-C18-T09-A,8.99,0.40,4.51,13.90,8.0,4.9,4.9,0.1,C
C1284877997687,BRK-000251,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-25-a-11,25.96,1.50,10.16,37.62,23.6,15.9,8.5,3.23,B
C1283696122480,SPK-000252,SPK - Petite Piece A2,Bougie allumage iridium,A2-C15-T11-E,12.15,0.66,3.19,16.00,10.1,3.4,3.8,0.1,C
C1288094975739,ROT-000253,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-16-c-03,54.73,3.54,24.41,82.68,27.6,35.5,5.1,11.44,C
C1289928672867,BMP-000254,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L24-H2-S01,133.11,8.55,23.25,164.91,185.2,60.7,37.7,9.13,B
C1287900532985,ROT-000255,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-09-b-09,98.41,3.62,29.03,131.06,32.9,28.5,5.4,12.11,B
C1281446370131,BRK-000256,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-36-a-04,54.24,1.97,11.32,67.53,23.6,13.0,7.4,3.16,A
C1289627729120,FLT-000257,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-29-a-12,19.52,1.23,3.64,24.39,33.8,23.5,5.7,0.55,A
C1285854317772,RAD-000258,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-02-06-H4,97.32,3.77,16.94,118.03,75.1,53.3,5.7,5.92,A
C1289423844367,ALT-000259,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-19-b-10,152.26,7.40,22.24,181.90,22.4,21.2,24.6,7.67,C
C1287359002635,BLB-000260,BLB - Petite Piece A2,Ampoule LED H7,A2-C14-T06-A,8.29,0.32,2.99,11.60,8.2,5.8,4.0,0.08,A
C1287679626286,ROT-000261,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-01-b-04,86.59,3.12,28.48,118.19,35.4,27.1,5.7,12.54,C
C1282603166213,SPK-000262,SPK - Petite Piece A2,Bougie allumage iridium,A2-C15-T09-H,8.57,0.31,3.83,12.71,12.3,3.1,2.9,0.12,C
C1281876304257,FLT-000263,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-03-a-02,17.98,1.16,5.26,24.40,30.9,17.6,5.5,0.58,B
C1289868673000,ROT-000264,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-15-c-03,40.80,1.82,28.61,71.23,34.5,26.2,6.2,13.02,C
C1281518793112,FUS-000265,FUS - Petite Piece A2,Boîte fusibles relais,A2-C05-T09-B,11.57,0.52,3.53,15.62,8.9,5.0,4.2,0.11,C
C1281625218286,BRK-000266,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-21-b-03,22.24,1.29,5.82,29.35,17.9,14.0,9.4,1.73,B
C1281836700388,BRK-000267,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-11-b-08,39.55,2.19,11.32,53.06,18.0,17.0,6.6,3.57,C
C1284854676103,EXH-000268,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L10-H5-S10,126.52,4.51,30.07,161.10,134.3,31.7,29.4,12.13,C
C1286234614963,ROT-000269,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-13-a-06,71.30,2.60,22.51,96.41,28.8,27.9,4.4,9.81,C
C1288088141318,RAD-000270,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-05-20-H1,77.00,2.98,11.30,91.28,58.6,50.0,8.3,3.82,A
C1281626365276,FUS-000271,FUS - Petite Piece A2,Boîte fusibles relais,A2-C08-T02-B,8.18,0.46,2.38,11.02,10.0,4.0,2.8,0.2,C
C1281635944143,BLB-000272,BLB - Petite Piece A2,Ampoule LED H7,A2-C02-T12-A,19.74,0.98,3.59,24.31,6.7,5.4,4.7,0.09,A
C1286172231709,ALT-000273,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-13-b-11,266.55,14.78,30.12,311.45,26.1,23.6,20.2,8.53,B
C1285884138944,STR-000274,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L25-H3-S10,72.18,3.79,14.79,90.76,79.6,24.6,20.7,5.04,B
C1289533197736,ROT-000275,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-31-c-01,66.35,3.66,29.75,99.76,26.5,35.0,5.7,12.58,B
C1285141143772,SEN-000276,SEN - Petite Piece A2,Capteur ABS,A2-C09-T04-F,42.87,2.02,5.50,50.39,12.2,6.1,4.5,0.38,B
C1288741489142,ALT-000277,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-31-b-04,260.72,16.17,24.72,301.61,23.1,21.2,22.2,5.91,A
C1283121141204,SEN-000278,SEN - Petite Piece A2,Capteur ABS,A2-C15-T09-G,21.10,1.35,4.86,27.31,13.3,5.9,4.6,0.21,C
C1288679078129,BLB-000279,BLB - Petite Piece A2,Ampoule LED H7,A2-C03-T10-B,9.59,0.61,4.25,14.45,8.5,5.5,4.2,0.1,C
C1288989960325,ALT-000280,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-15-b-11,258.26,12.21,29.25,299.72,27.9,24.1,18.2,8.5,C
C1286612236618,BRK-000281,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-29-c-11,31.76,1.26,7.75,40.77,16.8,12.3,8.2,1.92,B
C1285805369586,ALT-000282,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-13-a-12,148.32,9.01,21.08,178.41,25.2,19.8,21.0,6.07,C
C1289981722658,BRK-000283,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-21-b-01,28.85,1.38,8.98,39.21,16.4,15.0,9.7,3.13,C
C1284994221683,FLT-000284,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-02-a-05,17.42,0.78,2.90,21.10,35.7,14.8,6.9,0.21,C
C1287752822262,BMP-000285,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L24-H5-S15,274.34,12.04,33.54,319.92,184.4,61.0,54.5,11.39,C
C1282225871257,ROT-000286,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-13-b-08,50.98,1.89,26.57,79.44,30.8,31.1,6.3,12.21,C
C1285250083229,FLT-000287,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-34-c-09,17.24,0.87,2.30,20.41,28.4,14.8,4.9,0.24,C
C1288607830905,ALT-000288,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-04-b-06,167.45,6.22,20.04,193.71,25.7,19.8,22.2,6.0,B
C1281404288799,EXH-000289,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L07-H4-S09,126.79,8.11,36.29,171.19,138.8,39.4,18.7,16.21,C
C1282616413019,BRK-000290,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-23-c-09,24.36,0.90,8.23,33.49,20.7,17.2,7.6,3.12,C
C1286681356055,ALT-000291,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-29-c-11,184.82,10.32,21.79,216.93,27.4,20.9,18.8,6.3,B
C1289043763740,FLT-000292,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-38-c-08,12.40,0.53,4.73,17.66,33.0,18.5,4.6,0.38,B
C1283988262011,ALT-000293,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-11-c-03,213.03,13.58,24.65,251.26,27.4,23.5,19.6,6.73,A
C1286177518076,ALT-000294,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-40-b-10,271.68,15.44,26.00,313.12,23.4,22.2,23.0,7.28,A
C1282995475122,SEN-000295,SEN - Petite Piece A2,Capteur ABS,A2-C19-T13-B,27.01,1.64,4.57,33.22,14.3,5.7,3.1,0.22,B
C1289438154730,EXH-000296,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L12-H3-S13,227.79,9.98,31.27,269.04,113.4,36.3,25.8,10.02,C
C1289916596743,ALT-000297,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-22-b-02,130.40,7.36,21.03,158.79,28.9,20.3,19.8,7.32,C
C1285357486539,ALT-000298,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-10-c-06,167.52,8.24,24.53,200.29,20.4,19.2,18.9,7.62,C
C1282478107893,STR-000299,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L12-H3-S06,112.24,6.50,22.62,141.36,66.4,18.1,21.5,8.11,B
C1285341412887,ALT-000300,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-19-b-08,167.08,7.57,24.38,199.03,29.1,18.8,22.5,7.69,A
C1287046753597,BRK-000301,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-38-a-03,37.95,2.20,11.82,51.97,16.4,14.0,5.3,3.77,A
C1285174033369,BRK-000302,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-09-c-05,56.99,3.66,10.45,71.10,19.3,13.2,9.0,2.94,C
C1286293405988,SPK-000303,SPK - Petite Piece A2,Bougie allumage iridium,A2-C13-T08-E,10.14,0.45,2.92,13.51,12.2,3.2,3.6,0.1,A
C1285623966311,BMP-000304,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L23-H4-S11,205.63,10.45,25.27,241.35,163.3,52.1,41.9,8.11,C
C1284419436610,STR-000305,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L08-H4-S08,75.70,3.12,16.61,95.43,63.7,20.4,18.9,5.53,C
C1288664516188,ALT-000306,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-22-a-01,270.67,14.81,24.80,310.28,28.8,21.9,24.2,6.09,A
C1288586462519,SPK-000307,SPK - Petite Piece A2,Bougie allumage iridium,A2-C02-T01-E,7.70,0.27,3.21,11.18,12.0,2.9,4.0,0.13,C
C1283487582165,BLB-000308,BLB - Petite Piece A2,Ampoule LED H7,A2-C11-T07-H,9.68,0.54,3.99,14.21,8.3,4.5,5.6,0.06,C
C1284829459157,EXH-000309,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L14-H1-S02,199.11,7.41,42.18,248.70,110.8,34.8,24.9,17.77,A
C1282262155115,BLB-000310,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T09-H,14.96,0.65,3.16,18.77,7.9,4.4,4.2,0.05,C
C1282212033210,BLB-000311,BLB - Petite Piece A2,Ampoule LED H7,A2-C13-T09-D,9.89,0.38,3.03,13.30,8.1,5.4,5.0,0.11,C
C1286687164925,STR-000312,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L15-H4-S06,152.93,7.39,19.14,179.46,72.7,20.1,22.3,6.14,A
C1281816227709,ALT-000313,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-21-c-08,257.30,14.72,28.37,300.39,23.0,22.6,23.1,8.01,C
C1286513313306,ROT-000314,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-22-b-11,36.60,2.37,21.80,60.77,34.3,35.1,5.5,10.01,C
C1282904761221,ALT-000315,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-08-b-03,204.82,9.17,20.26,234.25,22.5,22.2,18.8,5.64,C
C1281858444434,BMP-000316,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L16-H2-S01,151.57,7.78,26.07,185.42,179.5,45.0,35.4,9.95,A
C1283728703498,BLB-000317,BLB - Petite Piece A2,Ampoule LED H7,A2-C07-T15-B,9.26,0.42,2.90,12.58,9.1,4.5,4.3,0.09,C
C1284042707331,STR-000318,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L19-H3-S04,78.78,3.44,15.60,97.82,82.3,18.1,23.9,4.87,C
C1284816306835,EXH-000319,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L14-H2-S06,232.51,10.62,40.23,283.36,99.2,31.0,25.1,15.12,C
C1286022744262,EXH-000320,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L01-H4-S14,134.19,5.99,30.62,170.80,113.4,29.7,23.3,12.36,C
C1288284694329,FLT-000321,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-36-b-10,15.72,0.85,2.75,19.32,33.0,17.1,5.3,0.24,A
C1289087887652,STR-000322,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L22-H3-S11,109.33,5.83,17.42,132.58,68.6,20.4,20.1,5.16,C
C1282041828342,BMP-000323,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-10-09-H3,220.45,12.18,29.38,262.01,185.3,54.6,50.4,9.89,B
C1289738497914,ROT-000324,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-16-b-07,104.19,6.12,20.30,130.61,32.2,28.9,6.7,6.91,C
C1283850074703,BLB-000325,BLB - Petite Piece A2,Ampoule LED H7,A2-C02-T04-F,21.19,1.09,4.26,26.54,7.1,4.5,4.8,0.12,C
C1282033223167,ALT-000326,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-24-a-02,277.43,10.58,26.98,314.99,27.2,21.1,20.5,7.63,C
C1285205969257,BLB-000327,BLB - Petite Piece A2,Ampoule LED H7,A2-C05-T10-H,19.03,0.83,4.32,24.18,7.4,4.5,5.0,0.09,C
C1283755377039,FLT-000328,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-04-c-02,6.30,0.24,2.40,8.94,31.6,20.1,6.2,0.32,C
C1282697903645,ALT-000329,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-21-a-11,254.77,9.49,27.22,291.48,20.4,20.1,20.7,8.26,A
