sku,oem_cross_ref,categorie,designation,marque,location_id,stock_systeme,stock_physique_compte,stock_reserve,seuil_reappro,stock_securite,cout_unitaire_cad,prix_vente_cad,delai_fournisseur_j,classe_abc
ALT-00187,OEM-6828909,Électrique,Capteur vilebrequin (Valeo),Valeo,C-12-09-L1-B,3,3,2,9,3,86.37,135.92,20,C
ALT-00188,OEM-8969908,Électrique,Démarreur 1.8kW (Delphi),Delphi,D-02-09-L4-A,8,8,2,3,1,115.11,191.82,32,C
ROT-00189,OEM-2113373,Freinage,Étrier reconditionné (TRW),TRW,C-06-02-L2-C,55,55,15,27,6,65.8,108.86,18,C
ARM-00190,OEM-8515264,Suspension,Amortisseur bitube (Bilstein),Bilstein,B-24-10-L4-E,8,8,3,5,2,45.64,73.31,40,C
WAT-00191,OEM-4669768,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,A-03-07-L1-E,70,70,2,24,7,152.73,254.52,20,C
STR-00192,OEM-6045543,Suspension,Ressort hélicoïdal (Moog),Moog,C-06-06-L4-A,227,227,12,132,55,28.62,41.01,7,B
STR-00193,OEM-9004424,Suspension,Ressort hélicoïdal (KYB),KYB,A-03-07-L4-E,2,2,2,11,3,199.68,296.86,20,C
CAB-00194,OEM-6223066,Filtration,Filtre à huile (Mahle),Mahle,C-18-09-L2-A,80,80,10,49,20,31.82,47.33,14,C
AIR-00195,OEM-8784192,Filtration,Filtre habitacle charbon (Wix),Wix,A-10-08-L4-A,10,10,9,9,2,10.92,15.47,23,A
AIR-00196,OEM-3428188,Filtration,Filtre carburant diesel (Bosch),Bosch,A-20-13-L1-E,3,3,3,8,1,33.15,47.76,42,C
ROT-00197,OEM-3968658,Freinage,Étrier reconditionné (Ferodo),Ferodo,A-05-09-L2-B,6,6,5,6,1,69.46,117.08,37,C
SEN-00198,OEM-7667970,Électrique,Démarreur 1.8kW (Delphi),Delphi,B-30-10-L4-B,2,2,0,6,1,135.84,190.88,17,C
WAT-00199,OEM-1765162,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,A-01-09-L3-B,14,14,5,8,2,190.93,306.61,16,C
BRK-00200,OEM-2337049,Freinage,Flexible de frein (Textar),Textar,B-04-05-L4-B,14,14,12,16,6,47.08,81.68,16,C
BRK-00201,OEM-2178007,Freinage,Disque ventilé (Brembo),Brembo,C-04-01-L3-B,10,10,5,8,1,71.32,121.1,37,C
AIR-00202,OEM-9475481,Filtration,Filtre à huile (Purflux),Purflux,B-20-03-L3-C,176,176,6,89,35,21.48,36.07,3,A
BEL-00203,OEM-4998633,Moteur & Refroidissement,Kit distribution + pompe (Valeo),Valeo,B-37-05-L1-C,7,7,7,8,1,163.41,270.54,33,C
CAB-00204,OEM-3178467,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,B-40-01-L1-D,51,51,14,39,18,4.87,7.12,17,A
SUS-00205,OEM-3332387,Suspension,Ressort hélicoïdal (Moog),Moog,A-11-01-L4-D,72,72,11,31,10,77.48,114.78,15,C
BRK-00206,OEM-8971959,Freinage,Plaquettes AR (Bosch),Bosch,A-06-10-L3-B,1,1,0,11,3,119.32,163.9,43,C
CAB-00207,OEM-8070053,Filtration,Filtre habitacle charbon (Bosch),Bosch,A-01-04-L3-E,22,22,1,24,9,5.97,10.2,17,C
WAT-00208,OEM-4063156,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,C-16-02-L2-E,14,15,14,7,1,227.95,397.25,16,C
STR-00209,OEM-6336916,Suspension,Amortisseur bitube (Sachs),Sachs,B-32-04-L3-D,12,12,5,10,3,46.89,77.86,30,A
CAL-00210,OEM-1315226,Freinage,Plaquettes AV (TRW),TRW,A-12-05-L2-E,62,62,15,46,19,51.92,88.58,15,C
STR-00211,OEM-2501332,Électrique,Sonde Lambda amont (NGK),NGK,B-11-08-L4-B,6,6,3,4,1,216.74,336.22,17,C
BEL-00212,OEM-9280327,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,A-05-03-L4-A,12,12,5,7,1,128.76,204.7,28,C
ARM-00213,OEM-7727605,Suspension,Ressort hélicoïdal (Moog),Moog,B-28-07-L3-E,1,1,0,5,1,94.11,162.34,39,C
BEL-00214,OEM-2560218,Moteur & Refroidissement,Thermostat piloté (Valeo),Valeo,B-07-02-L2-A,185,185,1,73,35,70.94,112.89,5,C
CAB-00215,OEM-5054261,Filtration,Filtre à air (Purflux),Purflux,D-04-06-L2-A,6,6,2,4,2,12.83,20.1,42,C
STR-00216,OEM-9532321,Électrique,Démarreur 1.8kW (NGK),NGK,B-32-01-L1-E,18,18,12,45,18,86.9,143.02,14,C
WAT-00217,OEM-4430752,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,C-06-03-L4-C,14,14,2,5,1,32.45,50.9,42,B
ARM-00218,OEM-4032111,Suspension,Amortisseur bitube (KYB),KYB,A-07-15-L1-E,3,3,2,8,2,48.86,75.39,42,C
CAB-00219,OEM-6079396,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,C-07-09-L3-B,11,11,6,9,2,15.99,25.47,14,C
RAD-00220,OEM-9442350,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,D-08-04-L4-C,60,60,12,48,20,47.08,77.72,12,B
SUS-00221,OEM-7074116,Suspension,Ressort hélicoïdal (Monroe),Monroe,B-14-04-L4-A,1,1,0,10,2,148.59,201.39,45,B
AIR-00222,OEM-9116125,Filtration,Filtre à huile (Purflux),Purflux,B-01-06-L4-C,16,16,10,24,8,15.3,22.7,17,A
CAB-00223,OEM-4651888,Filtration,Filtre habitacle charbon (Purflux),Purflux,A-18-04-L1-D,14,14,10,35,15,15.68,25.66,16,C
SUS-00224,OEM-9112586,Suspension,Ressort hélicoïdal (Monroe),Monroe,B-23-09-L3-B,3,3,3,11,3,58.36,97.67,20,A
ALT-00225,OEM-8414190,Électrique,Bobine d'allumage (Bosch),Bosch,B-37-02-L4-D,13,13,2,10,4,129.19,178.89,45,C
STR-00226,OEM-7416610,Électrique,Démarreur 1.8kW (NGK),NGK,C-04-07-L1-E,59,59,13,38,18,130.42,221.53,8,B
BRK-00227,OEM-7991288,Freinage,Disque ventilé (Brembo),Brembo,B-27-02-L3-A,12,12,8,8,4,52.34,86.23,22,A
ROT-00228,OEM-6697295,Freinage,Disque ventilé (Bosch),Bosch,A-03-04-L1-D,6,6,6,9,2,104.84,182.52,38,C
ROT-00229,OEM-9443369,Freinage,Étrier reconditionné (TRW),TRW,A-10-03-L1-E,5,5,4,8,4,35.26,51.22,17,C
ROT-00230,OEM-2644745,Freinage,Disque ventilé (TRW),TRW,B-36-10-L2-C,3,3,1,9,2,129.16,214.76,15,C
CAL-00231,OEM-8550279,Freinage,Disque ventilé (Ferodo),Ferodo,B-25-01-L4-D,5,5,4,6,3,27.86,45.36,26,C
CAL-00232,OEM-9640083,Freinage,Étrier reconditionné (TRW),TRW,A-15-11-L3-A,3,3,0,7,1,62.38,93.29,28,A
STR-00233,OEM-3457320,Électrique,Démarreur 1.8kW (Delphi),Delphi,D-09-08-L2-E,10,8,0,9,3,138.88,207.61,36,A
CAL-00234,OEM-3850340,Freinage,Étrier reconditionné (Ferodo),Ferodo,C-05-09-L2-B,44,46,13,26,8,88.84,155.19,7,A
ROT-00235,OEM-3743538,Freinage,Plaquettes AR (Textar),Textar,C-10-03-L3-C,408,408,9,99,58,110.34,154.97,5,C
AIR-00236,OEM-1256375,Filtration,Filtre à air (Mann-Filter),Mann-Filter,B-26-09-L4-D,14,14,11,8,2,10.6,18.28,25,C
SUS-00237,OEM-4086356,Suspension,Rotule de direction (KYB),KYB,B-33-05-L2-A,59,59,11,36,15,116.58,172.18,11,B
AIR-00238,OEM-4939174,Filtration,Filtre habitacle charbon (Bosch),Bosch,A-04-01-L4-C,46,46,7,43,16,33.67,56.5,8,A
FLT-00239,OEM-8231474,Filtration,Filtre habitacle charbon (Mahle),Mahle,C-11-09-L2-B,1,1,0,11,4,9.34,14.79,21,C
CAB-00240,OEM-2207415,Filtration,Filtre carburant diesel (Purflux),Purflux,A-14-13-L2-D,8,8,8,8,4,37.84,61.58,17,C
CAL-00241,OEM-6055164,Freinage,Plaquettes AV (Brembo),Brembo,C-11-02-L3-E,32,32,9,33,8,157.33,221.27,12,A
FLT-00242,OEM-1609290,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-04-06-L2-E,434,434,5,118,45,8.66,13.39,10,C
BEL-00243,OEM-1116034,Moteur & Refroidissement,Radiateur alu (Gates),Gates,B-05-04-L1-B,5,5,0,7,1,181.59,314.52,33,C
SEN-00244,OEM-1936066,Électrique,Capteur vilebrequin (Bosch),Bosch,A-19-11-L4-D,4,4,0,4,2,244.72,337.24,14,A
ARM-00245,OEM-6736510,Suspension,Rotule de direction (Monroe),Monroe,D-04-02-L1-A,9,9,0,7,2,61.48,103.15,25,C
STR-00246,OEM-3176970,Électrique,Bobine d'allumage (Delphi),Delphi,C-15-07-L2-E,35,35,4,27,6,122.34,178.05,8,C
BEL-00247,OEM-9456687,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,B-13-01-L3-A,1,1,1,6,2,139.7,210.91,45,A
CAB-00248,OEM-6348159,Filtration,Filtre à air (Purflux),Purflux,C-10-06-L2-A,7,7,0,12,4,11.28,18.64,43,C
RAD-00249,OEM-9404770,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,A-01-06-L4-A,381,381,12,69,23,98.69,159.96,9,C
STR-00250,OEM-9791594,Électrique,Alternateur 140A (Delphi),Delphi,A-02-07-L2-E,71,71,12,17,5,248.23,392.82,10,C
SEN-00251,OEM-2588416,Électrique,Alternateur 140A (Delphi),Delphi,D-09-08-L1-A,28,28,4,44,19,128.99,217.02,7,C
ALT-00252,OEM-5577258,Électrique,Capteur vilebrequin (Valeo),Valeo,A-02-13-L2-D,7,7,4,8,2,236.91,377.82,25,C
RAD-00253,OEM-3627426,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,C-11-04-L4-E,11,11,10,6,2,163.63,244.53,25,C
SEN-00254,OEM-7227151,Électrique,Sonde Lambda amont (Denso),Denso,B-40-04-L4-C,2,2,2,12,4,208.51,362.17,37,C
BEL-00255,OEM-4713890,Moteur & Refroidissement,Radiateur alu (Gates),Gates,C-19-05-L1-A,14,14,0,9,4,144.16,219.68,18,C
BEL-00256,OEM-2732701,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,A-19-03-L2-C,29,29,14,34,9,98.43,153.02,18,C
BRK-00257,OEM-7363999,Freinage,Flexible de frein (TRW),TRW,A-14-09-L4-A,265,265,12,95,51,17.04,25.26,6,C
FLT-00258,OEM-8387972,Filtration,Filtre à air (Mahle),Mahle,A-13-09-L1-D,119,119,9,112,59,24.98,37.42,4,C
BRK-00259,OEM-7223209,Freinage,Étrier reconditionné (TRW),TRW,A-07-04-L3-E,93,93,15,76,43,53.52,85.29,10,C
AIR-00260,OEM-7545111,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-06-02-L2-B,96,96,13,82,36,23.95,34.54,6,B
CAL-00261,OEM-7985629,Freinage,Plaquettes AV (Brembo),Brembo,C-03-07-L2-C,3,3,1,7,2,63.24,90.04,14,B
ARM-00262,OEM-7411214,Suspension,Bras oscillant inférieur (Moog),Moog,D-09-01-L4-C,392,392,3,65,33,28.32,46.44,6,C
ROT-00263,OEM-3349010,Freinage,Plaquettes AV (Ferodo),Ferodo,B-01-03-L1-E,254,254,11,93,31,142.59,199.97,8,C
ARM-00264,OEM-2804689,Suspension,Ressort hélicoïdal (Monroe),Monroe,A-13-12-L3-C,41,41,10,28,10,109.78,167.78,8,B
STR-00265,OEM-6377926,Électrique,Alternateur 140A (Bosch),Bosch,A-14-08-L3-D,13,13,10,9,4,122.74,212.37,25,B
SEN-00266,OEM-5972234,Électrique,Sonde Lambda amont (Valeo),Valeo,B-18-01-L3-B,12,12,10,10,2,228.79,362.79,37,A
ROT-00267,OEM-6650263,Freinage,Flexible de frein (Bosch),Bosch,A-04-09-L1-D,10,10,8,46,18,135.95,210.07,19,A
SEN-00268,OEM-5682114,Électrique,Sonde Lambda amont (NGK),NGK,D-09-03-L1-D,55,55,13,30,9,49.19,84.02,13,A
WAT-00269,OEM-8274084,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,B-01-02-L1-D,7,7,6,7,1,34.82,53.92,18,A
BRK-00270,OEM-8854438,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-17-02-L3-B,58,58,5,94,41,71.88,111.02,7,C
CAB-00271,OEM-2617706,Filtration,Filtre à air (Wix),Wix,C-12-05-L1-C,4,4,4,11,4,18.04,25.28,44,C
AIR-00272,OEM-8807803,Filtration,Filtre à huile (Bosch),Bosch,C-10-04-L4-E,7,7,4,10,4,31.02,53.84,34,C
RAD-00273,OEM-4699492,Moteur & Refroidissement,Kit distribution + pompe (Nissens),Nissens,B-28-09-L1-E,15,15,10,4,1,17.92,29.62,29,C
BRK-00274,OEM-3365723,Freinage,Plaquettes AV (Brembo),Brembo,B-08-03-L3-D,10,10,2,7,1,16.92,26.87,33,A
BEL-00275,OEM-8703294,Moteur & Refroidissement,Radiateur alu (Valeo),Valeo,C-05-08-L4-D,51,51,10,81,47,131.26,226.15,4,B
STR-00276,OEM-2911724,Suspension,Bras oscillant inférieur (Bilstein),Bilstein,B-12-09-L2-E,46,47,3,45,17,203.96,289.85,9,C
STR-00277,OEM-6369973,Électrique,Démarreur 1.8kW (Bosch),Bosch,C-04-08-L3-E,46,46,14,26,6,212.04,310.29,13,C
WAT-00278,OEM-2773689,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,B-28-08-L4-E,67,67,1,22,11,48.66,78.98,9,C
CAB-00279,OEM-3263726,Filtration,Filtre carburant diesel (Mahle),Mahle,C-02-08-L4-A,210,210,1,91,46,36.7,53.32,7,A
ARM-00280,OEM-9961756,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-08-01-L4-B,12,12,11,30,9,180.74,247.49,9,C
WAT-00281,OEM-9254906,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,B-35-01-L1-B,12,12,5,10,3,144.55,228.37,22,C
STR-00282,OEM-6950194,Électrique,Sonde Lambda amont (Delphi),Delphi,D-05-10-L3-D,8,9,0,8,3,92.08,148.14,38,B
SEN-00283,OEM-9646413,Électrique,Sonde Lambda amont (Bosch),Bosch,B-03-02-L1-E,77,77,9,23,11,198.25,289.31,9,B
STR-00284,OEM-7788981,Suspension,Ressort hélicoïdal (Sachs),Sachs,A-03-08-L2-D,313,313,6,58,23,126.51,193.61,9,A
SUS-00285,OEM-9672637,Suspension,Amortisseur bitube (KYB),KYB,B-13-06-L2-A,58,58,14,29,8,49.38,77.81,9,C
CAL-00286,OEM-8481703,Freinage,Étrier reconditionné (Bosch),Bosch,C-02-05-L4-B,7,7,0,9,3,137.66,194.68,23,C
RAD-00287,OEM-9159703,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,C-12-04-L3-E,15,15,11,22,8,30.73,49.53,19,C
CAB-00288,OEM-3986379,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,B-25-09-L3-D,50,50,5,110,46,26.79,39.04,3,C
RAD-00289,OEM-3611302,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-06-07-L1-E,75,75,15,28,5,227.93,320.28,7,C
RAD-00290,OEM-5578136,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,A-08-11-L3-D,260,260,2,85,53,87.57,128.23,9,A
SUS-00291,OEM-4405645,Suspension,Ressort hélicoïdal (Moog),Moog,C-11-01-L2-C,49,49,2,32,9,108.88,150.06,18,C
WAT-00292,OEM-9468037,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,B-13-05-L1-B,186,186,11,70,38,132.75,226.74,4,A
SUS-00293,OEM-7984826,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,B-38-10-L1-D,28,27,2,30,17,180.09,311.11,10,B
RAD-00294,OEM-4129682,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,D-03-06-L2-D,12,12,12,6,4,238.73,328.21,29,C
ARM-00295,OEM-3242580,Suspension,Ressort hélicoïdal (Monroe),Monroe,B-40-02-L4-A,42,42,14,29,7,147.23,209.84,21,C
WAT-00296,OEM-2970685,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,A-03-06-L1-C,17,17,15,30,10,156.36,251.43,11,C
ARM-00297,OEM-7549296,Suspension,Rotule de direction (Bilstein),Bilstein,A-19-01-L2-D,8,8,4,4,1,204.9,308.28,16,C
RAD-00298,OEM-6198229,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-14-04-L3-B,12,12,0,8,4,44.36,64.91,35,C
RAD-00299,OEM-5509185,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,B-07-08-L4-C,24,24,5,20,5,59.55,80.42,11,A
FLT-00300,OEM-8258742,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,B-25-02-L3-D,91,91,2,130,57,16.81,28.23,10,C
SUS-00301,OEM-4197053,Suspension,Rotule de direction (Bilstein),Bilstein,B-19-04-L2-A,10,10,7,9,1,56.56,93.12,17,C
RAD-00302,OEM-4821956,Moteur & Refroidissement,Radiateur alu (Continental),Continental,D-03-03-L1-E,38,38,14,34,13,92.61,150.31,10,B
ROT-00303,OEM-5707182,Freinage,Flexible de frein (Brembo),Brembo,C-19-05-L3-D,6,6,3,9,2,121.86,203.1,22,C
CAB-00304,OEM-4497159,Filtration,Filtre habitacle charbon (Wix),Wix,A-01-05-L3-D,3,3,1,5,2,5.97,8.31,40,C
CAL-00305,OEM-9745765,Freinage,Plaquettes AV (TRW),TRW,B-17-03-L4-B,14,14,13,10,4,81.18,132.13,33,B
SEN-00306,OEM-7478548,Électrique,Bobine d'allumage (Denso),Denso,B-10-07-L1-A,56,56,15,37,10,210.28,309.49,9,C
AIR-00307,OEM-4243051,Filtration,Filtre à air (Bosch),Bosch,B-36-09-L2-D,123,123,11,76,41,11.48,18.92,6,C
ARM-00308,OEM-3040821,Suspension,Bras oscillant inférieur (Moog),Moog,A-07-13-L4-E,4,4,4,8,4,87.98,129.79,17,C
STR-00309,OEM-2587849,Suspension,Ressort hélicoïdal (KYB),KYB,B-32-06-L4-E,1,1,1,6,2,189.39,296.59,25,A
RAD-00310,OEM-3026589,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,A-16-05-L2-B,4,4,1,9,2,39.42,67.82,23,C
ARM-00311,OEM-3898273,Suspension,Ressort hélicoïdal (Moog),Moog,B-20-06-L2-D,23,23,8,31,5,95.63,153.3,11,C
AIR-00312,OEM-9109995,Filtration,Filtre à air (Wix),Wix,B-26-05-L2-A,2,2,1,3,1,8.55,12.87,18,C
ALT-00313,OEM-3169644,Électrique,Bobine d'allumage (Bosch),Bosch,A-18-08-L4-D,78,78,9,21,11,119.84,194.69,8,C
STR-00314,OEM-6573789,Électrique,Démarreur 1.8kW (NGK),NGK,D-01-03-L3-C,14,14,7,6,2,238.16,414.03,15,A
RAD-00315,OEM-4719346,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,D-09-02-L3-B,12,12,6,10,4,193.79,283.24,33,C
BRK-00316,OEM-7076010,Freinage,Étrier reconditionné (Bosch),Bosch,C-17-05-L3-D,53,53,2,19,6,21.98,31.18,16,A
AIR-00317,OEM-2642866,Filtration,Filtre à air (Bosch),Bosch,A-13-08-L4-A,3,3,3,6,1,36.37,50.48,39,C
AIR-00318,OEM-7085835,Filtration,Filtre à huile (Bosch),Bosch,B-21-04-L1-B,7,7,7,6,3,35.74,59.6,23,C
BEL-00319,OEM-8922355,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,B-28-09-L2-A,13,13,5,25,12,199.83,278.02,18,C
WAT-00320,OEM-4313491,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,A-06-05-L1-C,80,80,12,41,13,202.92,305.0,18,C
CAL-00321,OEM-6725810,Freinage,Flexible de frein (Brembo),Brembo,B-21-08-L1-C,10,10,7,5,1,15.99,25.07,19,C
ROT-00322,OEM-1578380,Freinage,Plaquettes AR (Brembo),Brembo,A-16-13-L3-B,33,33,3,36,10,141.46,203.16,11,C
ARM-00323,OEM-9360062,Suspension,Ressort hélicoïdal (KYB),KYB,D-05-05-L3-A,36,36,3,33,18,195.83,276.2,18,C
CAB-00324,OEM-4066590,Filtration,Filtre à air (Bosch),Bosch,A-04-01-L2-E,10,10,9,9,3,14.71,20.09,38,C
ROT-00325,OEM-1578726,Freinage,Plaquettes AV (Textar),Textar,A-09-15-L2-D,8,8,4,8,2,125.92,189.56,45,C
CAB-00326,OEM-8442026,Filtration,Filtre à huile (Wix),Wix,C-04-04-L4-B,14,14,3,10,4,25.71,41.16,32,C
SUS-00327,OEM-2032794,Suspension,Ressort hélicoïdal (Monroe),Monroe,B-39-02-L2-E,25,25,12,38,18,147.61,230.15,9,C
STR-00328,OEM-2131745,Suspension,Ressort hélicoïdal (KYB),KYB,B-13-03-L2-C,12,12,10,10,2,81.18,110.78,22,A
AIR-00329,OEM-7686365,Filtration,Filtre à air (Purflux),Purflux,D-09-04-L4-B,9,9,2,6,4,8.96,14.22,34,A
SEN-00330,OEM-1390178,Électrique,Bobine d'allumage (Denso),Denso,A-12-11-L2-C,14,14,6,11,3,283.33,485.04,14,C
ALT-00331,OEM-5877871,Électrique,Bobine d'allumage (Denso),Denso,C-08-03-L4-D,23,23,14,45,18,233.54,404.74,12,A
RAD-00332,OEM-8900349,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,A-17-02-L1-D,57,57,6,44,16,60.13,88.39,16,A
CAL-00333,OEM-1793655,Freinage,Plaquettes AV (Ferodo),Ferodo,A-12-01-L2-A,8,8,6,7,3,34.98,53.24,35,C
WAT-00334,OEM-8969626,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,C-06-02-L1-E,13,13,8,7,3,142.65,227.33,42,B
CAB-00335,OEM-7019155,Filtration,Filtre habitacle charbon (Purflux),Purflux,C-03-09-L1-E,11,11,4,11,4,3.55,5.76,30,A
RAD-00336,OEM-9431927,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,A-04-01-L3-B,14,14,6,6,2,173.17,268.41,37,A
RAD-00337,OEM-1769597,Moteur & Refroidissement,Radiateur alu (Valeo),Valeo,B-32-04-L1-A,6,6,2,7,1,151.48,246.08,21,C
FLT-00338,OEM-7886054,Filtration,Filtre carburant diesel (Mahle),Mahle,C-09-06-L3-C,7,7,2,12,4,26.83,38.37,19,C
RAD-00339,OEM-6452158,Moteur & Refroidissement,Thermostat piloté (Valeo),Valeo,B-39-06-L2-E,391,391,11,102,26,153.39,238.46,7,A
AIR-00340,OEM-7843060,Filtration,Filtre à air (Bosch),Bosch,B-31-02-L1-B,1,1,1,7,2,25.32,35.56,33,C
FLT-00341,OEM-7259619,Filtration,Filtre à huile (Mahle),Mahle,C-12-04-L1-E,181,181,4,56,23,17.38,24.85,3,C
ARM-00342,OEM-8835112,Suspension,Ressort hélicoïdal (KYB),KYB,C-10-03-L3-E,55,55,5,46,20,139.16,200.6,11,C
ARM-00343,OEM-1836266,Suspension,Bras oscillant inférieur (Monroe),Monroe,A-17-15-L1-A,28,28,8,27,6,87.07,124.31,16,C
ARM-00344,OEM-9048059,Suspension,Rotule de direction (Monroe),Monroe,B-19-02-L3-B,1,1,1,4,2,66.52,89.91,24,C
SUS-00345,OEM-3232176,Suspension,Rotule de direction (Moog),Moog,B-27-01-L1-A,71,71,9,33,9,180.45,269.44,21,C
STR-00346,OEM-5334882,Électrique,Capteur vilebrequin (Delphi),Delphi,A-05-08-L2-A,9,9,1,6,4,303.6,415.06,32,C
AIR-00347,OEM-3264033,Filtration,Filtre carburant diesel (Mann-Filter),Mann-Filter,B-28-09-L2-C,1,1,1,6,1,22.72,39.73,19,B
ARM-00348,OEM-4411354,Suspension,Amortisseur bitube (Sachs),Sachs,C-05-07-L2-E,37,37,4,30,10,71.25,102.47,9,C
CAB-00349,OEM-2491251,Filtration,Filtre à huile (Mahle),Mahle,D-07-04-L3-E,9,9,5,9,2,16.01,26.12,39,C
BRK-00350,OEM-9533760,Freinage,Plaquettes AV (Textar),Textar,B-18-03-L3-E,41,41,12,44,19,126.41,182.82,12,C
FLT-00351,OEM-8557586,Filtration,Filtre à huile (Purflux),Purflux,B-28-01-L2-B,2,2,1,5,1,13.62,18.86,32,B
AIR-00352,OEM-6147769,Filtration,Filtre à huile (Purflux),Purflux,B-03-07-L4-B,61,61,8,26,5,6.41,9.26,19,C
BEL-00353,OEM-2836855,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,D-05-05-L1-C,9,9,7,10,2,59.48,98.28,40,C
CAL-00354,OEM-9570199,Freinage,Plaquettes AR (Ferodo),Ferodo,B-25-04-L1-D,12,12,1,8,4,105.55,164.77,29,C
ROT-00355,OEM-2982919,Freinage,Flexible de frein (TRW),TRW,A-15-02-L1-C,154,154,6,120,54,23.78,32.42,9,C
FLT-00356,OEM-2345159,Filtration,Filtre carburant diesel (Purflux),Purflux,D-07-06-L2-B,324,323,2,109,36,6.35,8.77,7,C
CAL-00357,OEM-7654027,Freinage,Flexible de frein (TRW),TRW,D-05-10-L3-B,3,3,3,7,3,88.38,152.57,25,C
AIR-00358,OEM-5845813,Filtration,Filtre à huile (Wix),Wix,C-14-02-L4-E,3,3,0,6,1,33.62,55.48,19,C
FLT-00359,OEM-1655369,Filtration,Filtre carburant diesel (Mahle),Mahle,B-09-10-L1-C,12,12,9,19,7,16.41,26.13,21,C
STR-00360,OEM-1489699,Suspension,Rotule de direction (Moog),Moog,B-38-10-L3-D,144,144,2,122,53,23.36,32.63,3,C
STR-00361,OEM-2454914,Électrique,Démarreur 1.8kW (Bosch),Bosch,D-10-03-L1-C,31,31,7,42,13,77.06,127.16,16,A
ROT-00362,OEM-3164996,Freinage,Étrier reconditionné (Bosch),Bosch,B-13-06-L3-C,65,65,2,43,20,50.7,87.45,21,A
AIR-00363,OEM-6159123,Filtration,Filtre habitacle charbon (Bosch),Bosch,B-08-02-L3-B,178,178,5,68,32,13.04,19.11,8,C
SUS-00364,OEM-3901682,Suspension,Rotule de direction (Moog),Moog,B-17-03-L4-E,16,16,3,22,11,81.8,135.77,19,C
ROT-00365,OEM-2993675,Freinage,Étrier reconditionné (TRW),TRW,D-02-04-L3-E,326,327,13,79,44,64.88,98.24,4,C
CAL-00366,OEM-8766694,Freinage,Plaquettes AV (Ferodo),Ferodo,A-07-14-L1-D,13,13,11,9,3,52.79,75.11,23,A
AIR-00367,OEM-2132476,Filtration,Filtre habitacle charbon (Purflux),Purflux,B-16-05-L4-B,17,17,4,43,15,18.7,29.59,16,B
SUS-00368,OEM-1308556,Suspension,Amortisseur bitube (Monroe),Monroe,B-20-02-L1-C,6,6,0,11,3,103.26,141.35,34,A
BRK-00369,OEM-1157681,Freinage,Étrier reconditionné (Bosch),Bosch,A-17-13-L1-B,2,2,0,7,3,155.1,216.72,37,C
STR-00370,OEM-4337078,Électrique,Alternateur 140A (Delphi),Delphi,B-27-03-L2-D,80,80,6,44,19,19.33,26.37,12,C
ALT-00371,OEM-9271254,Électrique,Sonde Lambda amont (Valeo),Valeo,B-32-10-L2-A,8,8,3,4,1,202.92,347.13,17,C
CAL-00372,OEM-4689581,Freinage,Plaquettes AV (TRW),TRW,B-08-08-L3-E,8,8,6,3,1,100.14,143.8,31,C
FLT-00373,OEM-8572008,Filtration,Filtre à air (Mahle),Mahle,C-07-07-L3-B,4,4,2,6,3,21.76,29.52,45,A
SUS-00374,OEM-3734045,Suspension,Bras oscillant inférieur (KYB),KYB,B-13-10-L4-B,3,3,0,7,2,28.2,39.11,22,B
